Наименование ДП,Итого,"Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) от продажи, RUB",Факт просрочки
223,,39,10.26973684210526,77,29686281.9044586,152,735668.7898089172,2059872.611464968,2373248.407643312,1028662.420382166,735668.7898089172,2059872.611464968,2373248.407643312,1028662.420382166,1047682165.605096,646817197.4522293,355019745.2229299,565335668.7898089,0.0,77258598.72611465,0.0,271224203.821656,12101.91082802548,77268152.86624204,7643.312101910828,271239490.4458598,69831847.13375796,0.0,0.0,1027948407.643312,490082165.6050955,509150318.4713376,400444585.9872611,1100756050.955414,659193630.5732484,512853503.1847134,404586624.2038217,3205704458.598726,2533917834.394904,3423998089.171974,3049176433.121019,2411076433.121019,101531847.133758,5956050.955414012,58722929.93630573,True
224,70.0,7,2.902439024390244,7,3822954.821656051,41,42110828.02547771,38559872.61146497,417512738.8535032,444229936.3057325,48331210.1910828,54485987.26114649,421312738.8535032,472824203.8216561,93571974.522293,60660509.55414013,120167515.9235669,103456050.955414,0.0,0.0,0.0,0.0,108917.1974522293,3980254.777070064,4121019.108280255,419108.2802547771,-5095.541401273885,353855414.0127388,571142038.2165605,372067515.9235669,387209554.1401274,572451592.3566879,594757324.8407643,372062420.3821656,394381528.6624204,932863057.3248408,1176925477.707006,1367745859.872612,1876146496.815286,787563057.3248408,976268152.866242,1341455414.012739,9238216.560509551,-25773885.35031847,3063057.324840764,True
225,10.0,13,4.027777777777778,9,3384657.910828025,36,29375159.23566879,39410191.08280255,45780891.71974522,47798726.11464968,29375159.23566879,39410191.08280255,45780891.71974522,47798726.11464968,23415286.62420382,20648407.6433121,16150955.41401274,20290445.85987261,11687898.08917197,12065605.0955414,5820382.165605095,14275159.23566879,11687898.08917197,12065605.0955414,5820382.165605095,14275159.23566879,3821.656050955414,696815.2866242038,1887898.089171974,73435668.78980891,67871974.52229299,71960509.55414012,73363694.26751593,74044585.98726115,68514012.7388535,73263057.32484075,75856687.89808917,248397452.2292994,282402547.7707006,187636942.6751592,243601910.8280254,284204458.5987261,2971974.522292993,4945222.929936306,4795541.401273885,True
226,30.0,0,0.0,0,0.0,0,0.0,751592.356687898,16006369.42675159,13708917.19745223,-17834.3949044586,751592.356687898,16006369.42675159,13708917.19745223,1245222.929936306,7015286.624203822,22098726.11464968,4518471.337579617,0.0,0.0,0.0,1802547.770700637,15923.56687898089,836305.7324840764,10157961.78343949,8147770.700636942,3924840.76433121,1177707.006369427,1209554.140127388,1629299.363057325,10942675.15923567,35707006.36942675,22161783.43949044,5553503.184713376,12617197.4522293,36884713.37579618,23371337.57961783,38026751.59235669,53759872.61146496,7257961.78343949,27842038.21656051,32949681.52866242,-143949.0445859873,1538216.560509554,785987.2611464967,False
227,0.0,24,5.969072164948454,40,20011929.24203822,97,5091082.802547771,9222292.993630571,17878980.89171974,33139490.44585987,5091082.802547771,11920382.16560509,21273248.40764331,37012738.85350318,17673248.40764331,33600000.0,116033757.9617834,40631210.1910828,0.0,0.0,0.0,0.0,0.0,4418471.337579617,2470063.694267516,9019108.280254778,0.0,0.0,9447133.757961784,34487898.08917198,78407643.3121019,128318471.3375796,50070700.63694267,34487898.08917198,78407643.3121019,128318471.3375796,61296178.34394904,516128662.4203821,483486624.2038217,223166242.0382166,325603821.6560509,331896178.343949,8856687.898089172,53184713.37579618,31645859.87261146,True
228,10.0,0,0.0,0,0.0,0,3261146.496815287,318471.3375796178,93630.57324840764,89171.97452229299,3261146.496815287,318471.3375796178,93630.57324840764,89171.97452229299,6608280.25477707,6139490.445859873,35949681.52866242,18781528.66242038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9435668.789808916,0.0,0.0,19978980.89171974,30892356.68789809,88866242.03821656,85229299.36305732,29414649.68152866,35364968.15286624,88866242.03821656,85229299.36305732,88154140.12738854,63619745.22292993,118349044.5859872,85019745.22292994,61994904.45859873,215286.6242038216,1581528.662420382,3134394.904458599,False
229,20.0,35,10.75,36,12745219.52866242,60,2485350.318471338,2206369.426751592,16829299.36305732,27020382.16560509,2485350.318471338,2206369.426751592,16829299.36305732,27020382.16560509,15091082.80254777,4236305.732484076,12705095.54140127,9150318.47133758,0.0,0.0,12539490.44585987,24603184.7133758,0.0,0.0,12539490.44585987,25242675.15923567,3075796.178343949,3078343.949044586,0.0,16217834.39490446,27007643.31210191,26748407.6433121,39552866.24203821,19293630.57324841,29339490.44585987,29826751.59235669,39552866.24203821,133805095.5414013,272773885.3503184,68173248.4076433,126205095.5414013,248114012.7388535,276433.1210191083,13672611.46496815,7600000.0,True
230,,6,3.5,1,11628.75796178344,6,23537579.6178344,29957324.84076433,30589808.91719745,91542675.15923569,23537579.6178344,29957324.84076433,30589808.91719745,91542675.15923569,12714649.68152866,32663694.26751592,63231210.1910828,73657961.78343949,28550955.41401274,28403184.7133758,45306369.42675159,49213375.79617834,28550955.41401274,28403184.7133758,45306369.42675159,51859872.61146497,1267515.923566879,9694904.458598724,4106369.426751592,30353503.18471337,101800000.0,143182802.5477707,200463694.267516,31621019.10828025,106161783.4394904,152877707.0063694,204570063.6942675,581257324.8407643,818095541.4012738,281000636.9426752,400736942.6751592,568126114.6496814,20648407.6433121,114368789.8089172,74798726.11464968,True
231,20.0,15,2.842105263157895,1,146.5605095541401,19,4291719.74522293,7041401.27388535,18520382.16560509,19789171.97452229,4291719.74522293,7041401.27388535,18520382.16560509,19789171.97452229,9909554.140127389,23273885.35031847,67228025.477707,88101910.82802548,0.0,8280254.777070063,2547770.700636942,0.0,0.0,8280254.777070063,2547770.700636942,0.0,6408280.25477707,16621019.10828026,36895541.40127389,27117834.39490446,66735031.84713376,185445859.8726114,272961146.4968153,33526751.59235669,69773248.4076433,202066878.9808917,309856050.955414,1101824203.821656,1245639490.44586,384166878.9808917,992580891.7197452,1118780254.77707,964968.152866242,10735668.78980892,8178343.949044585,True
232,20.0,0,0.0,0,0.0,0,5644585.987261146,0.0,4028662.420382165,23406369.42675159,5644585.987261146,0.0,4028662.420382165,23406369.42675159,79443312.10191083,0.0,174441401.2738853,221307006.3694268,47697452.22929936,0.0,70161146.49681528,70161146.49681528,47697452.22929936,0.0,70161146.49681528,70161146.49681528,1489808.917197452,0.0,148831210.1910828,163366878.9808917,0.0,263546496.8152866,228582165.6050956,164856687.8980892,0.0,263546496.8152866,377413375.7961784,976104458.598726,942203184.7133758,0.0,919473248.4076432,869150955.4140127,1792993.630573248,10857961.78343949,15465605.0955414,False
233,20.0,22,13.0,29,46930929.59235667,31,7163877707.00637,7014431210.191083,6966465605.095541,7028351592.356688,8852687261.146496,8858882802.54777,9269875159.235668,8736570063.694267,10640217834.3949,12717457961.78344,16355375159.23567,24900424203.82165,399591719.7452229,306728025.477707,281337579.6178344,513231847.133758,488474522.2929936,484453503.1847134,609303821.6560509,1024201910.828026,8979073248.407642,98097452.22929937,125019745.2229299,11427462420.38217,17951770063.69427,23904864968.15286,37860759872.61147,20902245222.92993,20639221656.05096,24352604458.59872,38538892993.63057,10540782802.54777,12999010828.02548,5902942038.21656,9235958598.726114,11164974522.29299,-1617639490.44586,477204458.5987261,789077707.0063694,True
234,40.0,4,4.0,0,0.0,3,268231210.1910828,257601273.8853503,225309554.1401274,183363057.3248408,280590445.8598726,271800636.9426752,225309554.1401274,184235668.7898089,532869426.7515923,449157324.8407643,641350955.4140127,550924203.821656,0.0,0.0,0.0,0.0,7476433.121019108,7197452.229299363,1872611.464968153,1363057.324840765,0.0,0.0,0.0,863601273.8853502,613466878.9808917,935862420.3821656,1156560509.55414,924131847.133758,683778980.8917197,1015723566.878981,1222103184.713376,2836096815.286624,3060050318.471337,2523905095.541401,2655479617.834395,3032114012.738853,42939490.44585987,-93421019.10828026,105027388.5350318,True
235,20.0,2,1.5,0,0.0,2,455769426.7515923,495566242.0382165,479896178.343949,422166242.0382165,457943312.1019108,497763694.2675159,481838853.5031847,425025477.7070064,263185350.3184713,260559872.6114649,281275159.2356688,303359235.6687898,480891719.7452229,519108280.2547771,318369426.7515923,140445859.8726115,481356687.8980892,519596178.343949,319059872.611465,140929936.3057325,325157961.7834395,363162420.3821656,556112738.8535031,290473248.4076433,323408917.1974522,322333757.9617834,285114012.7388535,615950318.4713376,551970063.6942675,685919745.22293,841672611.4649681,1391207006.369427,1432363057.324841,999805732.4840764,1030010191.082802,1080292356.687898,184636305.7324841,51108280.25477707,120283439.4904458,True
236,30.0,0,0.0,0,0.0,0,23480413375.79618,41166989808.9172,47239631847.13376,50216785987.26115,25645696815.28662,43288631847.13376,50264879617.8344,54864862420.38216,1591729299.363057,1816043312.101911,1748812101.910828,2095673885.350318,6356489808.917197,21868914012.73885,34909090445.85987,32562684713.3758,6397763694.267516,21882818471.33758,34940429936.30573,32794826751.59236,22460509.55414013,1536715286.624204,1661418471.337579,2316434394.904459,3836887898.089172,3647457324.840764,3156854777.070064,2358601273.88535,4920039490.44586,5369877707.00637,5109103184.713376,8367268789.808917,23119405732.48408,7801273.885350319,2557154777.070064,7719657961.78344,222989171.9745223,15203561146.49682,4297432484.076433,False
237,10.0,7,3.666666666666667,1,451098.7324840764,6,1839490.445859873,6385987.261146497,7233121.01910828,7202547.770700636,1839490.445859873,6385987.261146497,7233121.01910828,7202547.770700636,15588535.03184713,31389171.97452229,27408280.25477707,21067515.92356688,624203.821656051,5997452.229299363,2698089.171974522,2698089.171974522,624203.821656051,5997452.229299363,2698089.171974522,2698089.171974522,2547.770700636942,858598.7261146497,65605.09554140127,12893630.57324841,27502547.77070064,24789808.91719745,17345222.9299363,12896178.34394904,27572611.46496815,25648407.6433121,17410828.02547771,75165605.0955414,64609554.14012738,83944585.98726115,67351592.35668789,58157961.78343949,2391719.74522293,2131210.191082803,2781528.662420382,True
238,20.0,17,5.882978723404255,31,10262077.89808917,94,440764.3312101911,401910.8280254777,68789.80891719744,0.0,440764.3312101911,401910.8280254777,68789.80891719744,0.0,17538853.50318471,78411464.96815287,163105095.5414013,272552229.299363,1082802.547770701,8726114.649681529,37356687.89808917,94267.51592356688,1082802.547770701,8726114.649681529,37356687.89808917,94267.51592356688,0.0,0.0,104424203.821656,22615286.62420382,62929936.30573248,89812738.85350318,149107643.3121019,22615286.62420382,82038216.56050955,89812738.85350318,253700636.9426752,1265424203.821656,1425828662.420382,953992993.6305732,1258315923.566879,1413989171.974522,1152866.242038216,1841401.27388535,1985987.261146497,True
239,10.0,7,2.388888888888889,7,782355.6815286624,54,3149681.52866242,310191.0828025478,0.0,0.0,3149681.52866242,310191.0828025478,0.0,0.0,24762420.3821656,18671974.522293,17073248.40764331,4832484.076433121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11982802.5477707,5935668.789808917,4807006.369426752,24601273.88535032,24705095.54140127,27320382.16560509,27796178.34394904,36584076.43312102,34973885.35031847,33256050.95541401,32603184.7133758,92514012.7388535,114405732.4840764,71744585.98726115,90385987.26114649,112903821.656051,1533757.961783439,1532484.076433121,2128025.477707007,True
240,40.0,2,2.0,0,0.0,1,260509.5541401273,228662.4203821656,197452.229299363,165605.0955414013,260509.5541401273,228662.4203821656,197452.229299363,165605.0955414013,980254.7770700636,1102547.770700637,1312101.910828025,2592356.687898089,0.0,0.0,159235.6687898089,833757.9617834395,0.0,0.0,159235.6687898089,833757.9617834395,649044.5859872611,107643.3121019108,685987.2611464967,2067515.923566879,1417197.452229299,2074522.292993631,3712101.910828026,2716560.50955414,1779617.834394904,2182165.605095541,4398089.171974522,42142038.21656051,27447133.75796178,41385350.31847133,41928662.42038216,27115923.56687898,344585.9872611465,28025.47770700637,213375.796178344,True
241,70.0,0,0.0,0,0.0,0,400821019.1082802,381285987.2611465,385771337.5796178,355010191.0828025,401059235.6687898,385858598.7261146,386076433.1210191,355680254.77707,6380891.719745223,21598726.11464968,21535668.78980892,13626751.59235669,0.0,53313375.79617834,129116560.5095541,0.0,1538853.503184713,54669426.75159235,130302547.7707006,1080891.719745223,0.0,0.0,126380891.7197452,7342038.216560509,42180254.77707006,47912738.85350318,49973248.40764331,18504458.59872611,53340127.38853503,60257324.84076433,196168789.8089172,305754140.1273885,381654140.1273885,190743949.044586,294430573.2484076,380332484.0764331,-144469426.7515923,-28374522.29299363,-57324.84076433121,False
242,30.0,0,0.0,0,0.0,0,548790445.8598726,393623566.8789809,311065605.0955414,238145222.9299363,600929299.3630573,472435031.8471338,446057961.7834395,384359235.6687898,1920330573.248408,398115286.6242038,179747770.7006369,365052866.2420382,0.0,318471337.5796178,260567515.9235669,270217834.3949044,817197.4522292993,318914649.6815286,261468152.866242,271089171.9745223,71313375.79617834,160891082.8025478,150543312.1019108,2491655414.012739,667812101.910828,447063057.3248407,743673248.4076433,2572010828.025477,693658598.7261146,619957324.8407643,909426751.5923568,833514012.7388535,1189585987.261146,2158085350.318471,933356687.8980892,1163410191.082802,40785987.26114649,-143597452.2292994,-209904458.5987261,False
243,10.0,34,34.0,1,6575.15923566879,1,1216362420.382166,1213068789.808917,1142164968.152866,1130737579.617834,1224686624.203822,1217359872.611465,1147908917.197452,1137142675.159236,88992993.63057324,83919108.28025477,130175159.2356688,238397452.2292994,1083781528.662421,1052607006.369427,984105732.4840764,899437579.6178343,1084014012.738854,1052839490.44586,984338216.5605096,899670063.6942675,0.0,0.0,1749681.52866242,641275159.2356688,576301273.8853503,711629299.3630573,910463057.3248408,641275159.2356688,576301273.8853503,711629299.3630573,912212738.8535032,942219745.22293,1251412738.853503,864999363.0573248,849750318.4713376,1171361146.496815,34761146.49681529,16214649.68152866,47417197.4522293,True
244,0.0,8,2.92156862745098,13,2120751.197452229,102,0.0,0.0,0.0,4738853.503184713,0.0,0.0,0.0,4738853.503184713,0.0,0.0,0.0,8392356.687898088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800636.9426751592,0.0,0.0,2954140.127388535,0.0,0.0,0.0,6769426.751592357,0.0,0.0,0.0,9723566.878980892,0.0,61707006.36942675,0.0,0.0,58246496.81528662,0.0,3236305.732484076,0.0,True
245,0.0,13,4.25,1,0.0063694267515923,4,70063.69426751592,1788535.031847134,1447133.757961783,117834.3949044586,70063.69426751592,1788535.031847134,1447133.757961783,117834.3949044586,11292356.68789809,10552229.29936306,6215923.566878981,11508280.25477707,0.0,1241401.27388535,0.0,0.0,0.0,10591719.74522293,335031.847133758,0.0,6987261.146496815,12917197.4522293,25210191.08280255,11591082.80254777,0.0,2724203.821656051,2900000.0,18578343.94904459,4269426.751592357,15641401.27388535,28110191.08280255,53672611.46496815,62915923.56687898,83684076.43312101,52822929.93630573,61140127.38853503,10985350.31847134,268152.8662420382,849681.5286624203,True
246,10.0,0,0.0,0,0.0,0,2538853.503184713,3082802.5477707,3611464.968152866,3250955.414012739,2538853.503184713,3082802.5477707,3611464.968152866,3250955.414012739,5313375.796178344,1264968.152866242,16031210.1910828,24370700.63694268,0.0,0.0,0.0,2956687.898089172,0.0,0.0,0.0,2956687.898089172,0.0,0.0,0.0,10495541.40127389,3808917.197452229,4250955.414012739,9339490.445859872,10499363.05732484,3812738.853503184,4250955.414012739,9339490.445859872,327739490.4458598,241689808.9171974,199084076.433121,239480891.7197452,173618471.3375796,4254140.127388535,4417834.394904458,14147770.70063694,False
247,,0,0.0,0,0.0,0,5137598089.171974,22983960509.55414,38534748407.64331,59894117834.39491,21907219108.28025,33521951592.35669,46744275159.23566,66289719108.28025,1981121019.10828,3957485987.261147,3978201273.88535,8897705095.5414,22798926751.59236,5908258598.726114,37961366878.98089,48875067515.92357,23339121019.10828,8492220382.165605,42347935668.78981,59529982802.54777,636.9426751592356,0.0,4936359235.66879,1759318471.337579,3998280254.77707,5372219745.22293,6292928025.477707,2363396178.343949,32065517834.39491,5782484713.375796,11802826751.59236,22156631210.19108,35243824840.76433,2503043312.101911,11339938853.50318,23931928662.42038,-584862420.3821656,7404832484.076433,10426617197.45223,False
248,10.0,29,6.275109170305677,87,132537620.2547771,229,177707.0063694267,140127.3885350318,143949.0445859873,54140.12738853503,177707.0063694267,140127.3885350318,143949.0445859873,190445.8598726114,25609554.14012739,41693630.57324841,39298726.11464968,73777707.00636943,4713375.796178344,9652229.299363056,14917197.4522293,20321656.05095541,4713375.796178344,9652229.299363056,14917197.4522293,20321656.05095541,7668789.808917197,2038216.560509554,50955.41401273885,9629936.305732485,16140127.38853503,13897452.22929936,43382802.5477707,17298726.11464968,22233121.01910828,16560509.55414013,43888535.03184713,381891082.8025478,470592356.6878981,311726751.5923567,351617197.4522293,441229936.3057325,2560509.554140128,4470700.636942675,7984713.375796178,True
249,30.0,6,3.25,1,511178.9108280255,4,29997452.22929936,23996815.2866242,17685987.2611465,43687261.14649681,29997452.22929936,23996815.2866242,17685987.2611465,43692993.63057325,144517834.3949045,199540764.3312102,119645859.8726115,90800636.94267516,23333757.96178344,117929936.3057325,0.0,0.0,23333757.96178344,117929936.3057325,0.0,0.0,0.0,0.0,0.0,247875159.2356688,89933757.96178344,130227388.5350318,89945222.9299363,247875159.2356688,89933757.96178344,130227388.5350318,89945222.9299363,678178980.8917197,875963694.2675159,705098089.1719745,528798089.1719745,418407643.3121019,14133121.01910828,266856687.8980892,2321019.108280255,True
250,20.0,0,0.0,0,0.0,0,488535.0318471338,842675.1592356687,7364331.210191082,7340764.33121019,493630.5732484076,843312.101910828,7364331.210191082,7340764.33121019,35849681.52866242,48635031.84713376,49052866.24203821,34260509.55414013,0.0,0.0,0.0,6291082.802547771,0.0,397452.229299363,59235.66878980892,6319108.280254777,0.0,0.0,0.0,43658598.72611465,63048407.6433121,89873248.4076433,57370063.69426751,43668152.86624204,63048407.6433121,89873248.4076433,57370063.69426751,120922292.9936306,75378980.89171974,94529299.36305732,110799363.0573248,80175159.2356688,1258598.72611465,2129299.363057325,1485987.261146497,False
251,10.0,0,0.0,0,0.0,0,17457961.78343949,49996178.34394904,59769426.75159235,62764968.15286624,17457961.78343949,50150955.41401274,59769426.75159235,62772611.46496815,27169426.75159236,18921019.10828025,43926751.59235669,34410828.02547771,5095541.401273885,4777070.063694268,7961783.439490446,7961783.439490446,6023566.878980892,20202547.77070064,18961146.49681529,16826751.59235669,0.0,0.0,0.0,26460509.55414013,12121019.10828026,39090445.85987261,26561783.43949044,26460509.55414013,12121019.10828026,39558598.72611465,26950955.41401274,308427388.5350319,379362420.3821656,226493630.5732484,293720382.1656051,350957961.7834395,8755414.012738854,24964968.15286624,14707006.36942675,False
252,10.0,0,0.0,0,0.0,0,0.0,0.0,2006369.426751592,2072611.464968153,0.0,0.0,2006369.426751592,2072611.464968153,1149681.52866242,1133757.961783439,53980254.77707006,86857961.78343949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110828.025477707,9436942.675159236,8379617.834394904,56340764.33121019,115055414.0127388,9436942.675159236,8379617.834394904,56340764.33121019,115166242.0382166,486333121.0191082,462256687.8980892,388052866.2420382,415894904.4585987,390012738.8535032,802547.7707006369,23259872.61146497,32616560.50955414,False
253,350.0,0,0.0,0,0.0,0,11096815.2866242,8622929.936305732,6317197.452229299,4611464.968152866,11096815.2866242,8622929.936305732,6317197.452229299,4611464.968152866,3951592.356687898,11324203.82165605,18305732.48407644,11392993.63057325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6056050.955414012,6346496.815286624,10978980.89171974,18455414.01273885,19319745.22292994,25400000.0,12566878.98089172,24511464.96815287,25456050.95541401,31746496.81528662,23545859.87261146,211036942.6751592,174111464.9681529,178030573.2484076,190340764.3312102,154151592.3566879,1312738.853503185,479617.8343949045,3250318.47133758,False
254,0.0,3,3.0,0,0.0,1,0.0,9068152.866242038,9489171.974522293,7184713.375796178,0.0,9089808.917197453,9489171.974522293,7184713.375796178,4850318.471337579,9176433.121019108,16995541.40127388,32880254.77707006,0.0,0.0,0.0,0.0,0.0,536305.7324840764,3899363.057324841,634394.9044585987,0.0,6137579.617834395,1554140.127388535,4511464.968152866,12878343.94904458,11347133.75796178,16650955.41401274,4511464.968152866,12878343.94904458,18498726.11464968,20408917.19745223,355222929.9363057,301375796.178344,186211464.9681529,331949681.5286624,277726114.6496815,2023566.878980892,14487898.08917197,13906369.42675159,True
255,30.0,9,3.1,9,1112314.127388535,40,5003821.656050955,5821019.108280255,9433757.96178344,8218471.337579617,5003821.656050955,6043949.044585987,9433757.96178344,8218471.337579617,2977070.063694268,13323566.87898089,35052229.29936305,47859235.66878981,5563057.324840765,5704458.598726114,29474522.29299363,49448407.6433121,5563057.324840765,5704458.598726114,29474522.29299363,49448407.6433121,2484076.433121019,12772611.46496815,13075796.17834395,577070.0636942675,14930573.24840764,9666878.98089172,16909554.14012739,3061146.496815287,18954777.07006369,22439490.44585987,29985350.31847133,252554140.1273885,275002547.7707006,120500000.0,238068789.8089172,258564968.1528662,523566.8789808917,704458.5987261146,3672611.464968153,True
256,10.0,0,0.0,0,0.0,0,15400000.0,11368789.8089172,39028025.47770701,30182165.60509554,15400000.0,11368789.8089172,39028025.47770701,30182165.60509554,114229936.3057325,128954140.1273885,82235668.78980891,105684076.433121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16103821.65605095,25105732.48407644,75480254.77707006,174317834.3949045,162736305.7324841,156017834.3949045,169363057.3248408,190421656.0509554,241400636.9426752,181123566.8789809,244843312.1019108,762477707.0063694,625392356.687898,684549681.5286624,723028662.4203821,594121019.1082802,1532484.076433121,12245222.9299363,32633757.96178344,False
257,20.0,7,2.339285714285714,5,1016999.261146497,56,617197.4522292993,991082.8025477708,5873885.350318471,24252866.24203822,628662.4203821656,991082.8025477708,5873885.350318471,24252866.24203822,1633121.01910828,2781528.662420382,2349681.52866242,2944585.987261146,0.0,0.0,0.0,12200636.94267516,0.0,280254.7770700637,0.0,13576433.12101911,956687.898089172,1079617.834394904,3360509.554140128,3059872.611464968,5754777.070063694,5243949.044585987,8050318.471337579,4016560.50955414,6233757.961783439,6323566.878980892,11410828.02547771,59721019.10828025,111850955.4140127,33263694.26751592,57870063.69426751,107111464.9681529,68789.80891719744,5636305.732484076,1850955.414012739,True
258,40.0,0,0.0,0,0.0,0,2817834.394904458,2821656.050955414,2574522.29299363,0.0,2817834.394904458,2821656.050955414,2574522.29299363,0.0,14982802.5477707,28640764.33121019,39068789.8089172,33458598.72611465,0.0,1912738.853503185,614012.7388535031,0.0,0.0,2228025.477707007,1017197.452229299,0.0,11598726.11464968,9304458.598726114,0.0,41143949.04458599,59401910.82802548,86375796.17834395,90582165.60509554,52742675.15923566,71626114.64968152,95680254.77707006,90582165.60509554,280780254.77707,97588535.03184712,187119108.2802548,253812738.8535032,90171337.57961784,255414.0127388535,1236305.732484076,2428025.477707007,False
259,10.0,0,0.0,0,0.0,0,0.0,29035031.84713376,19562420.3821656,19364968.15286624,0.0,29042675.15923567,19565605.0955414,19366242.03821656,0.0,7485987.261146497,8180891.719745222,16044585.98726115,0.0,21910828.02547771,10445859.87261146,560509.5541401274,0.0,24239490.44585987,12162420.3821656,2396815.286624204,0.0,471337.5796178344,1445859.872611465,0.0,8496178.343949044,8384713.375796178,10245222.9299363,0.0,8566878.98089172,8856050.955414012,11691082.80254777,228464331.2101911,180147133.7579617,207030573.2484076,165762420.3821656,123761783.4394904,0.0,27522929.93630573,28412738.85350318,False
260,0.0,327,28.3448275862069,17,25299707.00636943,29,230573.2484076433,98726.11464968152,267031210.1910828,744071974.522293,118055414.0127388,130228662.4203822,379524203.8216561,833707643.3121018,551953503.1847134,278481528.6624204,1133114649.681529,6798830573.248407,378196815.2866242,0.0,0.0,0.0,472554140.1273885,1756687.898089172,60803184.71337579,218723566.8789809,0.0,0.0,0.0,132775796.1783439,264092356.6878981,2176162420.382165,13773875159.23567,345457324.8407643,681103821.6560509,2481208280.254777,14428652229.29936,4252852229.299362,19243018471.33758,943847133.7579618,3657147133.757962,17444891082.80255,241048407.6433121,393198089.1719745,184231210.1910828,True
261,10.0,37,5.5625,3,0.0382165605095541,16,0.0,0.0,166242.0382165605,1256687.898089172,0.0,0.0,166242.0382165605,1256687.898089172,0.0,0.0,7316560.50955414,12420382.16560509,0.0,0.0,4740764.33121019,8989171.974522293,0.0,0.0,4740764.33121019,8989171.974522293,0.0,0.0,71974.52229299363,0.0,0.0,7114012.738853503,15424840.76433121,0.0,0.0,7114012.738853503,15496815.2866242,64119108.28025477,64861146.49681529,0.0,59791082.80254777,60934394.9044586,0.0,484713.3757961783,845859.8726114649,True
262,180.0,0,0.0,0,0.0,0,4068789.808917197,17331847.13375796,26985350.31847133,20835031.84713376,4068789.808917197,17331847.13375796,26985350.31847133,20835031.84713376,77770700.63694267,122790445.8598726,138180891.7197452,109422929.9363057,0.0,0.0,127887261.1464968,0.0,0.0,0.0,127887261.1464968,0.0,151807006.3694268,61288535.03184713,362420.3821656051,38908280.25477707,22243312.10191083,67114649.68152866,225352229.299363,190715286.6242038,225447133.7579617,128403184.7133758,225714649.6815286,608624203.821656,418035031.8471338,688712738.8535031,561549044.5859872,405455414.0127388,7153503.184713376,431210.1910828025,41239490.44585987,False
263,10.0,0,0.0,0,0.0,0,285350.3184713376,236305.7324840764,232484.0764331211,149044.5859872611,364331.2101910828,321019.1082802548,291082.8025477707,384076.4331210191,52080891.71974522,72412101.91082802,128654777.0700637,138824840.7643312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43384076.43312102,45989171.97452229,51721656.05095541,72822929.93630573,44495541.40127389,47538216.56050956,53320382.16560509,74525477.70700637,651316560.5095541,753877707.0063694,501792356.6878981,521728662.4203821,632234394.9044585,86203184.71337579,105695541.4012739,110641401.2738853,False
264,10.0,18,4.888888888888889,7,2188439.560509554,27,0.0,1224840.76433121,1467515.923566879,1289808.917197452,0.0,1263694.267515924,1531210.191082803,1370063.694267516,2522929.936305732,4112101.910828026,5831210.191082803,11280254.77707006,0.0,0.0,0.0,0.0,0.0,38853.50318471337,105095.5414012739,512738.8535031847,636942.6751592356,4731210.191082803,3357324.840764331,7766878.980891719,12264968.15286624,14917834.39490446,11666242.03821656,8403821.656050956,12922929.93630573,19649044.58598726,15023566.87898089,84647133.75796178,113115286.6242038,73929299.36305732,82354777.0700637,109624840.7643312,700000.0,1433757.961783439,2292356.687898089,True
