Наименование ДП,Итого,"Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","2019, Основные средства , RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB",Факт просрочки
157,20.0,4,1.72093023255814,0,0.0,5429299.363057325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26185350.31847133,True
158,20.0,5,5.0,0,0.0,70768152.86624204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195670700.6369427,True
159,10.0,3,2.0,0,0.0,4338216.560509554,4775796.178343949,4775796.178343949,4215286.624203822,4215286.624203822,6898089.171974522,6219108.280254777,8005732.484076433,39055414.01273885,True
160,30.0,1,1.0,0,0.0,60745222.92993631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68861783.43949044,True
161,10.0,4,2.25,0,0.0,210361146.4968153,0.0,0.0,0.0,0.0,5808917.197452229,4805732.484076433,3789808.917197452,23349681.52866242,True
162,10.0,5,2.166666666666667,0,0.0,16012738.85350318,0.0,0.0,0.0,0.0,0.0,22929.93630573248,7800000.0,284863694.2675159,True
163,20.0,27,6.466666666666667,19,5143901.439490447,105732.4840764331,0.0,8238853.503184713,5621656.050955414,8889808.917197451,8238853.503184713,5621656.050955414,8889808.917197451,13676433.12101911,True
164,20.0,6,2.769230769230769,2,3546994.662420382,2383439.49044586,0.0,0.0,72793630.5732484,69354140.12738854,0.0,72793630.5732484,69413375.79617834,32289808.91719745,True
165,10.0,17,4.183673469387755,14,6530447.350318471,8347770.700636942,0.0,0.0,0.0,0.0,0.0,113375.7961783439,16560.50955414013,50842675.15923566,True
166,20.0,7,2.74,1,607907.74522293,2114649.681528662,0.0,0.0,0.0,0.0,17834.3949044586,34394.90445859872,34394.90445859872,1624882165.605095,True
167,30.0,57,16.69491525423729,44,26621888.94267515,1596789808.917198,1107364331.210191,1441676433.121019,0.0,0.0,1505453503.184713,98321656.0509554,99166878.98089172,2473536942.675159,True
168,50.0,9,4.333333333333333,3,1003668.248407643,3538216.560509554,133121019.1082803,100636942.6751592,110383439.4904458,93579617.8343949,100636942.6751592,110383439.4904458,93579617.8343949,187340764.3312102,True
169,10.0,0,0.0,0,0.0,280568152.8662421,611655414.0127388,640149044.5859872,254269426.7515924,76568152.86624204,671966242.0382166,298682165.6050955,98549681.5286624,540019745.22293,False
170,10.0,1,1.0,0,0.0,478980.8917197452,0.0,0.0,0.0,5503821.656050955,0.0,0.0,5503821.656050955,19085987.2611465,True
171,20.0,0,0.0,0,0.0,246229299.3630573,0.0,0.0,0.0,0.0,47305095.54140128,34543312.10191083,47066878.98089172,69156687.89808917,False
172,10.0,14,2.78804347826087,10,7323545.936305731,7012738.853503184,5685987.261146497,0.0,0.0,0.0,0.0,0.0,0.0,30152866.24203822,True
173,110.0,0,0.0,0,0.0,2188124203.821656,0.0,0.0,0.0,1445535668.789809,79839490.44585986,38105732.48407643,1463978343.949044,1124524203.821656,False
174,370.0,373,357.0,5,7363476.853503184,24850318.47133758,0.0,11229299.36305732,17197452.22929936,11464968.15286624,11229299.36305732,17197452.22929936,11464968.15286624,147754140.1273885,True
175,,5,2.111111111111111,0,0.0,106073248.4076433,0.0,0.0,0.0,0.0,3471974.522292993,4880254.777070063,6756687.898089171,595247770.7006369,True
176,10.0,0,0.0,0,0.0,18467515.92356688,0.0,0.0,0.0,0.0,0.0,637579.6178343949,489808.9171974522,11010828.02547771,False
177,10.0,16,2.789473684210526,6,3222944.095541401,33542675.15923567,0.0,0.0,0.0,0.0,0.0,18471.33757961784,0.0,299991082.8025477,True
178,10.0,0,0.0,0,0.0,10004458.59872611,0.0,0.0,0.0,0.0,1247133.757961783,-1357961.78343949,4801273.885350319,309560509.5541401,False
179,10.0,5,2.571428571428572,0,0.0,50007643.31210191,58741401.27388535,0.0,31608280.25477707,0.0,0.0,31772611.46496815,138216.5605095541,83742675.15923567,True
180,20.0,0,0.0,0,0.0,38279617.8343949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41124203.82165605,False
181,10.0,0,0.0,0,0.0,13008280.25477707,0.0,0.0,507006.3694267516,525477.7070063694,0.0,507006.3694267516,525477.7070063694,32185350.31847133,False
182,80.0,4,4.0,0,0.0,121476433.1210191,250167515.9235669,403732484.0764331,360259872.611465,238140127.3885351,409408917.1974522,368657961.7834395,245753503.1847134,95193630.5732484,True
183,150.0,6,6.0,1,493629.3694267516,89162420.3821656,30658598.72611465,19071974.522293,124125477.7070064,125944585.9872612,20445859.87261146,125808280.2547771,127782802.5477707,178991082.8025478,True
184,30.0,9,2.348837209302326,6,4653571.4522293,28132484.07643312,18811464.96815287,0.0,29958598.72611465,63676433.1210191,868152.8662420382,31663694.26751592,67273885.35031846,82798726.11464968,True
185,10.0,265,95.0,3,157146.5668789809,181901273.8853503,1312101910.828025,1736242038.21656,2669235668.789809,2454140127.388535,1736266878.980892,2669257961.783439,2454159235.66879,954405732.4840764,True
186,10.0,9,2.673076923076923,13,1051275.331210191,1852229.299363057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252164968.1528662,True
187,30.0,5,2.342105263157895,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23589808.91719745,True
188,70.0,0,0.0,0,0.0,11262420.3821656,0.0,0.0,27229299.36305732,27433121.01910828,0.0,27229299.36305732,27573248.40764331,35822929.93630573,False
189,10.0,8,3.5,11,2750321.159235668,3006369.426751592,0.0,0.0,0.0,0.0,0.0,3757961.78343949,2634394.904458599,50500636.94267516,True
190,10.0,9,4.103448275862069,8,259041.5987261146,40805095.54140128,0.0,0.0,40952866.24203821,42139490.44585987,0.0,40952866.24203821,42139490.44585987,12925477.70700637,True
191,30.0,0,0.0,0,0.0,257652229.299363,0.0,0.0,0.0,0.0,16499363.05732484,16160509.55414013,17529936.30573248,974962420.3821656,False
192,20.0,0,0.0,0,0.0,121542675.1592357,0.0,0.0,0.0,0.0,2666242.038216561,0.0,0.0,31594904.45859873,False
193,20.0,0,0.0,0,0.0,42893630.57324841,0.0,0.0,23770700.63694268,0.0,0.0,24271337.57961783,1391719.74522293,9347133.757961784,False
194,10.0,0,0.0,0,0.0,168513375.7961783,0.0,0.0,0.0,0.0,0.0,8662420.382165605,26857324.84076433,66755414.01273885,False
195,60.0,394,200.5,2,1251301.910828025,1037724263694.268,744162524840.7643,1038017115286.624,1142726943312.102,1058460824840.764,1058395739490.446,1171881114012.739,1090158170700.637,181708303821.656,True
196,80.0,51,11.66666666666667,16,3392228.617834395,15877070.06369427,0.0,0.0,48205095.54140128,60943949.04458599,0.0,55203821.65605095,70371337.57961783,150064968.1528662,True
197,20.0,0,0.0,0,0.0,11620382.16560509,12743312.10191083,16841401.27388535,24100000.0,0.0,16841401.27388535,24500000.0,398726.1146496815,78852866.24203822,False
198,10.0,8,3.25,2,1832469.592356688,24182165.60509554,0.0,0.0,0.0,0.0,717834.3949044585,1245222.929936306,1331210.191082803,51840764.33121019,True
199,10.0,1,1.0,0,0.0,57799363.05732484,0.0,0.0,0.0,0.0,2975796.178343949,1589171.974522293,2266878.980891719,21113375.79617834,True
200,20.0,0,0.0,0,0.0,83989976433.12102,6829901273.88535,1829498089.171974,478293630.5732484,0.0,4577595541.401274,4422177707.00637,5400117834.394904,12493683439.49045,False
201,70.0,5,1.8,0,0.0,31422929.93630573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158635031.8471338,True
202,10.0,13,5.297872340425532,21,9091206.770700635,68189808.91719745,0.0,0.0,0.0,0.0,2264968.152866242,1256687.898089172,989808.9171974522,280939490.4458598,True
203,10.0,0,0.0,0,0.0,2717834.394904458,0.0,0.0,3738853.503184713,9331210.191082802,0.0,3738853.503184713,9331210.191082802,6289171.974522293,False
204,30.0,26,5.222222222222222,33,13133480.66878981,5712739490.44586,0.0,0.0,1529243312.101911,1649853503.184713,2461864331.210191,6136310191.082803,4821703821.656051,16750458598.72611,True
205,40.0,49,10.488,145,89202522.87261142,4080156687.898089,457324840.7643312,1990445859.872612,1756680254.77707,0.0,2322063057.324841,2909739490.44586,1954522292.99363,50298071337.57961,True
206,20.0,244,37.96666666666667,20,8207597.764331209,70977707.00636943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104588535.0318471,True
207,10.0,26,5.035714285714286,20,6534116.681528663,5224203.821656051,1815286.624203822,0.0,480891.7197452229,0.0,0.0,480891.7197452229,0.0,12010191.08280255,True
208,0.0,2,1.153846153846154,0,0.0,1593630.573248408,0.0,286624.2038216561,127388.5350318471,0.0,286624.2038216561,127388.5350318471,0.0,19022929.93630573,True
209,0.0,24,6.5,3,30830.71974522293,0.0,4171974.522292993,4550955.414012739,4929936.305732484,0.0,4550955.414012739,4929936.305732484,0.0,14571974.52229299,True
210,0.0,22,6.7,4,2462452.78343949,394887261.1464968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15880635668.78981,True
211,0.0,52,10.33333333333333,2,606187.2101910828,1185875159.235669,0.0,0.0,0.0,0.0,7229936.305732484,15306369.42675159,219471337.5796178,1107454140.127388,True
212,10.0,0,0.0,0,0.0,12012738.85350318,0.0,5605732.484076433,3964331.210191082,6174522.29299363,5605732.484076433,3964331.210191082,6174522.29299363,12146496.81528662,False
213,20.0,83,22.4,4,1099670.191082802,100352866.2420382,8833121.01910828,15461783.43949044,17388535.03184713,19745222.9299363,25681528.66242038,22673885.35031847,41097452.22929936,99584076.433121,True
214,10.0,14,3.946428571428572,12,4179118.350318471,6517197.452229299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46299363.05732484,True
215,20.0,4,1.75,0,0.0,49281528.66242038,0.0,0.0,22378980.89171974,20003821.65605096,0.0,22378980.89171974,21573248.40764331,43143949.04458599,True
216,0.0,0,0.0,0,0.0,43949.04458598726,8821656.050955413,5585987.261146497,5602547.770700636,5031847.133757962,5585987.261146497,5602547.770700636,5031847.133757962,38165605.0955414,False
217,10.0,0,0.0,0,0.0,22091082.80254777,0.0,0.0,0.0,17006369.42675159,301910.8280254777,1170063.694267516,22882165.60509554,81939490.44585986,False
218,40.0,13,4.971428571428572,14,8376754.49044586,23909554.14012739,0.0,0.0,0.0,47852866.24203821,0.0,0.0,52874522.29299363,0.0,True
219,10.0,6,2.642857142857143,1,352953.8216560509,2275159.23566879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
220,20.0,0,0.0,0,0.0,18093630.57324841,2822929.936305732,1351592.356687898,1447770.700636943,4076433.121019108,1351592.356687898,1776433.121019108,4094267.515923567,23633757.96178344,False
221,10.0,5,3.0,0,0.0,2178343.949044586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
222,20.0,7,3.714285714285714,2,1065089.649681529,462445222.9299363,0.0,0.0,0.0,134593630.5732484,0.0,1081528.662420382,138806369.4267516,369008917.1974522,True
223,,39,10.26973684210526,77,29686281.9044586,1028662.420382166,0.0,77258598.72611465,0.0,271224203.821656,77268152.86624204,7643.312101910828,271239490.4458598,512853503.1847134,True
224,70.0,7,2.902439024390244,7,3822954.821656051,444229936.3057325,0.0,0.0,0.0,0.0,3980254.777070064,4121019.108280255,419108.2802547771,932863057.3248408,True
225,10.0,13,4.027777777777778,9,3384657.910828025,47798726.11464968,11687898.08917197,12065605.0955414,5820382.165605095,14275159.23566879,12065605.0955414,5820382.165605095,14275159.23566879,73263057.32484075,True
226,30.0,0,0.0,0,0.0,13708917.19745223,0.0,0.0,0.0,1802547.770700637,836305.7324840764,10157961.78343949,8147770.700636942,36884713.37579618,False
227,0.0,24,5.969072164948454,40,20011929.24203822,33139490.44585987,0.0,0.0,0.0,0.0,4418471.337579617,2470063.694267516,9019108.280254778,128318471.3375796,True
228,10.0,0,0.0,0,0.0,89171.97452229299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88866242.03821656,False
229,20.0,35,10.75,36,12745219.52866242,27020382.16560509,0.0,0.0,12539490.44585987,24603184.7133758,0.0,12539490.44585987,25242675.15923567,29826751.59235669,True
230,,6,3.5,1,11628.75796178344,91542675.15923569,28550955.41401274,28403184.7133758,45306369.42675159,49213375.79617834,28403184.7133758,45306369.42675159,51859872.61146497,152877707.0063694,True
231,20.0,15,2.842105263157895,1,146.5605095541401,19789171.97452229,0.0,8280254.777070063,2547770.700636942,0.0,8280254.777070063,2547770.700636942,0.0,202066878.9808917,True
232,20.0,0,0.0,0,0.0,23406369.42675159,47697452.22929936,0.0,70161146.49681528,70161146.49681528,0.0,70161146.49681528,70161146.49681528,263546496.8152866,False
233,20.0,22,13.0,29,46930929.59235667,7028351592.356688,399591719.7452229,306728025.477707,281337579.6178344,513231847.133758,484453503.1847134,609303821.6560509,1024201910.828026,24352604458.59872,True
234,40.0,4,4.0,0,0.0,183363057.3248408,0.0,0.0,0.0,0.0,7197452.229299363,1872611.464968153,1363057.324840765,1015723566.878981,True
235,20.0,2,1.5,0,0.0,422166242.0382165,480891719.7452229,519108280.2547771,318369426.7515923,140445859.8726115,519596178.343949,319059872.611465,140929936.3057325,685919745.22293,True
236,30.0,0,0.0,0,0.0,50216785987.26115,6356489808.917197,21868914012.73885,34909090445.85987,32562684713.3758,21882818471.33758,34940429936.30573,32794826751.59236,5369877707.00637,False
237,10.0,7,3.666666666666667,1,451098.7324840764,7202547.770700636,624203.821656051,5997452.229299363,2698089.171974522,2698089.171974522,5997452.229299363,2698089.171974522,2698089.171974522,25648407.6433121,True
238,20.0,17,5.882978723404255,31,10262077.89808917,0.0,1082802.547770701,8726114.649681529,37356687.89808917,94267.51592356688,8726114.649681529,37356687.89808917,94267.51592356688,89812738.85350318,True
239,10.0,7,2.388888888888889,7,782355.6815286624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33256050.95541401,True
240,40.0,2,2.0,0,0.0,165605.0955414013,0.0,0.0,159235.6687898089,833757.9617834395,0.0,159235.6687898089,833757.9617834395,2182165.605095541,True
241,70.0,0,0.0,0,0.0,355010191.0828025,0.0,53313375.79617834,129116560.5095541,0.0,54669426.75159235,130302547.7707006,1080891.719745223,60257324.84076433,False
242,30.0,0,0.0,0,0.0,238145222.9299363,0.0,318471337.5796178,260567515.9235669,270217834.3949044,318914649.6815286,261468152.866242,271089171.9745223,619957324.8407643,False
243,10.0,34,34.0,1,6575.15923566879,1130737579.617834,1083781528.662421,1052607006.369427,984105732.4840764,899437579.6178343,1052839490.44586,984338216.5605096,899670063.6942675,711629299.3630573,True
244,0.0,8,2.92156862745098,13,2120751.197452229,4738853.503184713,0.0,0.0,0.0,0.0,0.0,0.0,800636.9426751592,0.0,True
245,0.0,13,4.25,1,0.0063694267515923,117834.3949044586,0.0,1241401.27388535,0.0,0.0,10591719.74522293,335031.847133758,0.0,15641401.27388535,True
246,10.0,0,0.0,0,0.0,3250955.414012739,0.0,0.0,0.0,2956687.898089172,0.0,0.0,2956687.898089172,4250955.414012739,False
247,,0,0.0,0,0.0,59894117834.39491,22798926751.59236,5908258598.726114,37961366878.98089,48875067515.92357,8492220382.165605,42347935668.78981,59529982802.54777,5782484713.375796,False
248,10.0,29,6.275109170305677,87,132537620.2547771,54140.12738853503,4713375.796178344,9652229.299363056,14917197.4522293,20321656.05095541,9652229.299363056,14917197.4522293,20321656.05095541,16560509.55414013,True
249,30.0,6,3.25,1,511178.9108280255,43687261.14649681,23333757.96178344,117929936.3057325,0.0,0.0,117929936.3057325,0.0,0.0,130227388.5350318,True
250,20.0,0,0.0,0,0.0,7340764.33121019,0.0,0.0,0.0,6291082.802547771,397452.229299363,59235.66878980892,6319108.280254777,89873248.4076433,False
251,10.0,0,0.0,0,0.0,62764968.15286624,5095541.401273885,4777070.063694268,7961783.439490446,7961783.439490446,20202547.77070064,18961146.49681529,16826751.59235669,39558598.72611465,False
252,10.0,0,0.0,0,0.0,2072611.464968153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56340764.33121019,False
253,350.0,0,0.0,0,0.0,4611464.968152866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31746496.81528662,False
254,0.0,3,3.0,0,0.0,7184713.375796178,0.0,0.0,0.0,0.0,536305.7324840764,3899363.057324841,634394.9044585987,18498726.11464968,True
255,30.0,9,3.1,9,1112314.127388535,8218471.337579617,5563057.324840765,5704458.598726114,29474522.29299363,49448407.6433121,5704458.598726114,29474522.29299363,49448407.6433121,22439490.44585987,True
256,10.0,0,0.0,0,0.0,30182165.60509554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181123566.8789809,False
257,20.0,7,2.339285714285714,5,1016999.261146497,24252866.24203822,0.0,0.0,0.0,12200636.94267516,280254.7770700637,0.0,13576433.12101911,6323566.878980892,True
258,40.0,0,0.0,0,0.0,0.0,0.0,1912738.853503185,614012.7388535031,0.0,2228025.477707007,1017197.452229299,0.0,95680254.77707006,False
259,10.0,0,0.0,0,0.0,19364968.15286624,0.0,21910828.02547771,10445859.87261146,560509.5541401274,24239490.44585987,12162420.3821656,2396815.286624204,8856050.955414012,False
260,0.0,327,28.3448275862069,17,25299707.00636943,744071974.522293,378196815.2866242,0.0,0.0,0.0,1756687.898089172,60803184.71337579,218723566.8789809,2481208280.254777,True
261,10.0,37,5.5625,3,0.0382165605095541,1256687.898089172,0.0,0.0,4740764.33121019,8989171.974522293,0.0,4740764.33121019,8989171.974522293,7114012.738853503,True
262,180.0,0,0.0,0,0.0,20835031.84713376,0.0,0.0,127887261.1464968,0.0,0.0,127887261.1464968,0.0,128403184.7133758,False
263,10.0,0,0.0,0,0.0,149044.5859872611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53320382.16560509,False
264,10.0,18,4.888888888888889,7,2188439.560509554,1289808.917197452,0.0,0.0,0.0,0.0,38853.50318471337,105095.5414012739,512738.8535031847,19649044.58598726,True
265,0.0,16,6.214285714285714,5,1160101.904458599,4890445.859872611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49733121.01910828,True
266,10.0,4,4.0,0,0.0,89554777.0700637,100955414.0127388,74419745.22292994,112572611.4649681,84960509.55414012,75766878.98089172,115214649.6815287,86491082.80254777,209550955.4140128,True
267,0.0,7,3.363636363636364,2,493720.076433121,27013375.79617834,0.0,0.0,5965605.095541401,4636305.732484076,0.0,6266878.980891719,6986624.203821655,15180891.71974522,True
268,10.0,10,3.958333333333333,6,453963.5987261148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67483439.49044585,True
269,10.0,0,0.0,0,0.0,510372611.4649681,0.0,0.0,0.0,0.0,0.0,15301910.82802548,22817834.39490446,259155414.0127389,False
270,20.0,13,5.05050505050505,41,23475936.60509554,49487261.14649681,0.0,0.0,19107643.31210191,0.0,37579.6178343949,20247133.75796178,1524203.821656051,116373885.3503185,True
271,20.0,15,8.0,1,0.4713375796178343,7318471.337579617,0.0,0.0,0.0,8936942.675159235,0.0,0.0,9019108.280254778,0.0,True
272,30.0,3,1.5,0,0.0,695239490.4458598,0.0,0.0,0.0,0.0,4458.598726114649,4458.598726114649,5095.541401273885,28887261.14649681,True
273,40.0,0,0.0,0,0.0,3313375.796178344,0.0,1318471.337579618,0.0,0.0,1318471.337579618,0.0,0.0,12329299.36305732,False
274,20.0,23,3.6875,19,9967531.445859876,33650955.41401274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145370063.6942675,True
275,20.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11361783.43949044,True
276,10.0,4,3.0,0,0.0,2668152.866242038,0.0,8242675.159235668,1452866.242038216,1749681.52866242,9438216.560509551,2640764.331210191,2234394.904458599,36141401.27388535,True
277,20.0,0,0.0,0,0.0,133523566.8789809,54905095.54140128,142991082.8025478,173915286.6242038,253829936.3057325,142991082.8025478,173915286.6242038,253829936.3057325,141401910.8280255,False
278,20.0,46,7.0,8,3456200.229299363,3470700.636942675,0.0,0.0,31847133.75796178,54043312.10191083,0.0,31847133.75796178,54545222.92993631,49578343.94904459,True
279,10.0,9,5.0,1,453454.7770700637,10256050.95541401,0.0,0.0,4239490.445859873,2201273.885350318,0.0,4239490.445859873,2201273.885350318,36782165.60509554,True
280,10.0,0,0.0,0,0.0,226114.6496815287,0.0,0.0,0.0,0.0,0.0,8280.254777070064,14012.73885350318,106810828.0254777,False
281,10.0,1,1.0,0,0.0,100636.9426751592,0.0,0.0,0.0,12078980.89171974,0.0,0.0,12078980.89171974,32784076.43312101,True
282,20.0,11,2.529411764705882,6,2277506.261146497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187261.146496815,True
283,20.0,42,4.522388059701493,17,6386230.624203821,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17392993.63057325,True
284,20.0,400,245.2162162162163,30,19278961.52866242,124977878980.8917,24153160509.55414,74404531847.13376,63057324840.76433,0.0,79568831210.19109,69680356050.95541,10310219108.28025,11902427388.53503,True
285,0.0,32,17.42857142857143,18,3921448.261146497,32345859.87261146,0.0,0.0,22356687.89808917,18285350.31847134,0.0,22356687.89808917,18285350.31847134,199489171.9745223,True
286,10.0,0,0.0,0,0.0,2014649.681528662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35817834.39490446,False
287,10.0,0,0.0,0,0.0,196148863057.3248,127742636942.6752,40781877707.00637,50606687898.08917,76513568152.86624,47461478343.94904,57836163057.32484,99123755414.01274,59278666242.03822,False
288,0.0,0,0.0,0,0.0,8133757.961783439,0.0,0.0,0.0,0.0,0.0,0.0,1486624.203821656,5820382.165605095,False
289,70.0,13,3.261904761904762,11,7130401.630573248,12098726.11464968,0.0,201254777.0700637,229299363.0573248,229299363.0573248,201254777.0700637,229299363.0573248,229299363.0573248,373401273.8853503,True
290,20.0,0,0.0,0,0.0,159235.6687898089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28891082.80254777,False
291,120.0,28,5.2,5,3771208.375796177,8400000.0,59235.66878980892,805095.5414012738,11563694.26751592,12636942.67515924,805095.5414012738,11563694.26751592,12636942.67515924,59394904.45859873,True
292,10.0,30,9.166666666666666,3,1532082.649681529,3104458.598726115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7701910.828025477,True
293,10.0,13,5.0,1,0.0063694267515923,5405095.541401274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35201910.82802548,True
294,10.0,0,0.0,0,0.0,112101.9108280255,0.0,0.0,8026114.649681528,5851592.356687898,0.0,8026114.649681528,5851592.356687898,27469426.75159236,False
295,0.0,0,0.0,0,0.0,4441401.27388535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6672611.464968152,False
296,10.0,5,5.0,0,0.0,6022292.993630573,0.0,26845222.9299363,15905095.54140127,15905095.54140127,26845222.9299363,15905095.54140127,15905095.54140127,289640127.388535,True
297,100.0,1,1.0,0,0.0,56050.95541401274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17178343.94904459,True
298,10.0,6,2.041666666666667,2,612429.1974522293,6540764.33121019,0.0,0.0,253503.1847133757,636942.6751592356,0.0,2610828.025477707,5056050.955414012,7174522.29299363,True
299,10.0,156,19.0,1,0.0063694267515923,629299.3630573248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17059235.66878981,True
300,80.0,4,2.25,0,0.0,4510828.025477706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16084076.43312102,True
301,70.0,22,7.388888888888889,21,25011974.522293,10224073248.40764,0.0,0.0,30248859235.66879,26228989808.9172,0.0,30767700000.0,26761912738.8535,4176665605.095541,True
302,10.0,17,2.9,1,20743.1974522293,2423566.878980892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92936305.73248409,True
303,10.0,28,11.25,7,3561738.471337579,53314649.68152866,0.0,0.0,0.0,0.0,0.0,0.0,103184.7133757962,410963694.2675159,True
304,10.0,0,0.0,0,0.0,59681528.66242038,0.0,0.0,0.0,0.0,3398089.171974522,2467515.923566879,3542038.216560509,943338216.5605096,False
305,20.0,14,4.872384937238493,177,96847968.68789804,148715286.6242038,0.0,0.0,137994267.5159236,68685987.2611465,0.0,140759872.611465,75719745.22292994,387997452.2292994,True
306,70.0,7,4.0,1,0.0063694267515923,6017834.394904458,0.0,0.0,0.0,0.0,317197.4522292993,228025.4777070064,148407.6433121019,238509554.1401274,True
307,20.0,196,68.33333333333333,2,0.0127388535031847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8788535.031847134,True
308,10.0,8,3.0,2,738613.74522293,10891719.74522293,0.0,0.0,0.0,0.0,0.0,0.0,21656.05095541401,41788535.03184713,True
309,10.0,5,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32061783.43949044,True
310,0.0,18,18.0,1,438459.3630573248,6698089.171974522,0.0,0.0,0.0,0.0,0.0,127955414.0127388,347563694.2675159,12265915286.6242,True
311,10.0,46,15.09699769053118,302,160675749.0254777,97761783.43949044,0.0,50955414.01273885,118727388.5350318,143184713.3757962,50955414.01273885,118778343.9490446,151886624.2038217,91640127.38853502,True
312,10.0,0,0.0,0,0.0,212101.9108280254,0.0,1105095.541401274,2384713.375796178,11242675.15923567,1105095.541401274,2384713.375796178,11242675.15923567,4843312.101910828,False
313,20.0,0,0.0,0,0.0,217834.3949044586,0.0,0.0,0.0,0.0,0.0,22929.93630573248,36305.73248407643,233604458.5987261,False
314,30.0,1,1.0,0,0.0,193630.5732484076,1910828.025477707,1910828.025477707,1910828.025477707,0.0,1910828.025477707,1910828.025477707,0.0,15296178.34394904,True
315,10.0,21,5.26,19,27263500.68152867,21209554.14012739,0.0,0.0,0.0,1273885.350318471,1293630.573248408,0.0,4497452.229299363,40446496.81528662,True
316,0.0,1,1.0,0,0.0,2835031.847133758,0.0,0.0,0.0,0.0,0.0,0.0,1482165.605095541,0.0,True
317,50.0,274,218.1935483870968,28,98020914.6624204,48148305095.5414,0.0,0.0,15985826751.59236,21147043312.10191,0.0,15986010191.0828,21147203821.65605,18623778980.89172,True
318,100.0,294,147.5,1,0.0127388535031847,1763646496.815287,0.0,19808917.19745223,0.0,0.0,22741401.27388535,4472611.464968152,5047770.700636943,142649044.5859873,True
319,10.0,0,0.0,0,0.0,37972865605.09554,0.0,0.0,5285319745.22293,0.0,2668152.866242038,5289191719.745223,59790445.85987261,1148001910.828025,False
320,10.0,0,0.0,0,0.0,1542877070.063694,0.0,0.0,0.0,0.0,0.0,561663057.3248408,459835031.8471338,2676942038.21656,False
321,230.0,225,47.72727272727273,6,3115789.0,7671974.522292993,0.0,0.0,0.0,50955414.01273885,0.0,0.0,50955414.01273885,134805732.4840764,True
322,20.0,19,7.422222222222222,27,5627593.490445861,8370063.694267516,0.0,0.0,0.0,0.0,0.0,0.0,5654140.127388535,0.0,True
323,20.0,0,0.0,0,0.0,4362420.382165605,0.0,3184.713375796178,0.0,3185987.261146497,3184.713375796178,0.0,3185987.261146497,12435031.84713376,False
324,0.0,23,9.615384615384617,8,1176288.942675159,413375.796178344,0.0,0.0,26125477.70700637,7501273.885350319,0.0,26125477.70700637,7501273.885350319,175206369.4267516,True
325,10.0,4,3.5,0,0.0,107516560.5095541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270401910.8280255,True
326,50.0,7,4.666666666666667,1,445.4777070063694,56369426.75159235,7803821.656050955,0.0,8436305.732484076,25988535.03184713,0.0,9601273.88535032,47875796.17834394,75035668.78980891,True
327,0.0,8,3.769230769230769,3,1426242.331210191,5505095.541401274,0.0,0.0,0.0,3184713.375796178,3303821.656050955,1307006.369426752,7073248.407643312,29066878.98089172,True
